Feixe/Cabo,Bitola [MCM],Normal [A],Emerg. [A],r1 [Ω/km],x1 [Ω/km],b1 [μS/km],r0 [Ω/km],x0 [Ω/km],b0 [μS/km]
4 x Rail,954,3125,4225,0.0175,0.2663,6.1710,0.3199,1.1620,3.1612
4 x Ortolan,1033,3280,4435,0.0162,0.2655,6.1874,0.3179,1.1625,3.1560
4 x Bluejay,1113,3425,4645,0.0151,0.2649,6.2043,0.3168,1.1620,3.1585
